fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,18,MAHARASHTRA,1807,DHULE,951485,302.543248760262,37,95,61.04508,2640,15,28315,1410378,49277,16059,230329,69279,121.17395,4449.222451,37536,59496,92461,258467,2652,440098,928868,30955,4267.003421,528155,89,72.41,0.24,103.66,NA
2024-2025,Aug,18,MAHARASHTRA,1808,JALGAON,752245,301.483023439656,28,101,278.208131759,2652,92,39334,1228303,58293,30687,87315,35848,98.05263,4079.385783159,43549,65067,134333,330863,1496,667009,1260110,41986,3703.1250214,464353,92,55.14,1.25,102.55,NA
2024-2025,Aug,18,MAHARASHTRA,1812,SANGLI,196802,293.404833989144,27,28,106.2585,2028,121,13994,317419,14961,7743,312,207,57.32999,1094.91118,11668,16408,45354,97083,119,314043,550890,16022,931.32269,109406,86,53.92,0.01,100.83,NA
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,357.832335470088,30,103,185.927280944,1794,136,22035,784523,28067,14885,6312,2442,70.49548,3063.699734144,25321,40045,79925,183813,988,553662,959397,23829,2807.2769732,268846,97,80.4,0,105.93,NA
2024-2025,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6423243,302.131727011748,57,1323,1196.280153305,2175,21,85819,8676073,188242,28306,121524,12336,375.78532,27785.234665005,150964,270066,238271,634227,24996,685815,1459867,87994,26213.1691917,3629985,95,82.96,0.21,108.89,NA
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,295.872998414455,37,176,149.1994912,2464,96,50060,3347115,332365,75750,243361,37908,178.9969,10231.40590208,89111,141233,175152,465876,4486,656298,1485981,52524,9903.20951088,1410375,86,56.07,1.86,108.42,NA
2024-2025,Aug,18,MAHARASHTRA,1825,YAVATMAL,2717844,298.623228196818,36,520,85.80129547,5024,8,44186,3927053,185797,37383,424263,71453,182.87779,11995.77152707,108568,158969,211603,478076,4096,675309,1385192,49210,11727.0924416,1591055,91,50.9,25.76,99.86,NA
2024-2025,Aug,18,MAHARASHTRA,1826,WARDHA,742403,302.935829419385,44,220,78.64222,794,21,14184,1046684,69883,15042,68433,13052,99.78205,3349.20512679999,23474,37467,52818,129246,1959,220526,406755,14978,3170.78085679999,389808,89,80,0.19,104.61,NA
2024-2025,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3049650,245.026816241775,40,666,356.129861019,5997,19,31904,3867533,401306,63241,832419,105994,350.75473,10183.377568019,95261,164958,171315,492177,5758,380507,914027,37901,9476.492977,2073041,79,30.09,20.42,102.07,NA
2024-2025,Aug,18,MAHARASHTRA,1834,HINGOLI,1375461,308.390921578144,36,84,144.8142825,2332,15,23776,1582416,223147,44207,251158,42072,87.87605,5112.7176181,43178,69833,92873,237277,2095,259347,589143,26108,4880.0272856,628875,90,74.98,0.13,102.21,NA
2024-2025,July,18,MAHARASHTRA,1803,RAIGAD,75607,309.735030893465,18,51,16.4301291,612,204,17963,100183,2133,2878,19460,13444,6.73044,333.4624151,5330,8159,27131,63335,59,190228,343126,18575,310.301846,40669,68,49.2,7.15,103.24,NA
2024-2025,July,18,MAHARASHTRA,1804,RATNAGIRI,198402,299.890768417874,17,67,13.10179,2889,76,25698,264960,8856,7533,3285,1152,49.34661,857.03898,15048,21127,55815,125905,55,255081,472876,28587,794.59058,114362,96,55.2,0.3,103.13,NA
2024-2025,July,18,MAHARASHTRA,1807,DHULE,907154,303.76292460375,37,89,47.46766,2530,20,28003,1359179,47728,15992,219122,68880,103.30722,4279.45676100001,36400,57604,91870,256819,2534,439810,928038,30533,4128.68188100001,507566,89,74.27,0.25,103.78,NA
2024-2025,July,18,MAHARASHTRA,1811,SATARA,315403,302.407634274394,31,70,56.5164,1455,471,15102,450272,13894,10871,800,851,31.71365,1449.886953,14451,21484,64513,144132,599,404128,761436,16557,1361.656903,177465,88,67.03,0.34,103.3,NA
2024-2025,July,18,MAHARASHTRA,1818,BEED,4312433,366.468142657109,33,450,314.25851326,697,95,70456,4824968,82272,15293,8585,1790,78.94088,18075.1700066599,142510,243753,254349,623073,6240,676306,1399769,71153,17681.9706133999,1974456,80,44,5.61,329.37,NA
2024-2025,July,18,MAHARASHTRA,1820,Dharashiv,907235,297.363263403942,36,136,43.07088,1544,58,24787,1409231,82918,24421,5376,1137,73.83585,4307.4420205,38415,58855,75405,194297,2090,325125,704242,26331,4190.5352905,528518,81,61.69,0.12,108.96,NA
2024-2025,July,18,MAHARASHTRA,1822,BULDHANA,624636,301.002416769832,19,124,328.29162388,3782,28,29291,959628,65802,32269,21234,7251,43.65852,3260.45361588,48972,69182,116986,283520,211,481369,1003295,33073,2888.503472,334431,93,40.11,1.04,99.87,NA
2024-2025,July,18,MAHARASHTRA,1828,BHANDARA,3583157,176.788391023385,35,5145,154.48722,3634,8,21028,4457181,534570,59203,305092,33145,203.80415,8238.0699449,124679,202483,186984,451130,4268,285852,628857,24662,7879.7785749,2838134,79,23.32,22.9,100.95,NA
2024-2025,July,18,MAHARASHTRA,1831,NANDURBAR,599764,295.518838714569,26,78,177.8786426,4022,23,42835,1028791,25301,10811,814359,281081,125.28307,3343.4329286,39224,56649,141302,340410,461,526210,1073977,46857,3040.271216,427653,78,48.48,2.02,102.34,NA
2024-2025,July,18,MAHARASHTRA,1833,GONDIA,3368062,206.559945779915,35,313,1482.275599133,3774,16,37458,5154363,425767,52199,842833,90167,196.72834,12325.853357233,144340,224226,235489,608301,4369,351988,835555,41232,10646.8494181,3488261,79,21.58,17.2,101.76,NA
2024-2025,July,18,MAHARASHTRA,1834,HINGOLI,1309816,308.633355567643,36,83,134.5590325,2286,17,23504,1549857,217230,44158,244276,41880,41.08041,4959.0151081,42450,68746,92662,236944,2013,259165,589033,25790,4783.3756656,615714,90,76.23,0.14,102.27,NA
2024-2025,Aug,18,MAHARASHTRA,1804,RATNAGIRI,206834,298.97886379743,18,70,30.9619478,3480,46,25659,313254,10639,7577,3769,1165,80.28353,1047.8087278,16516,23239,56399,127260,88,255666,474066,29139,936.56325,135419,96,53.26,0.24,102.96,NA
2024-2025,Aug,18,MAHARASHTRA,1805,SINDHUDURG,193630,297.751121770667,26,78,68.1500499,1379,26,17394,252877,6807,3730,550,304,26.56833,847.662484100009,9534,15272,37748,86884,206,129432,243524,18773,752.944104200009,100422,79,76.85,5.93,100.61,NA
2024-2025,Aug,18,MAHARASHTRA,1806,NASHIK,1018719,298.235801017618,30,449,1186.323846157,8746,64,49478,1722846,24009,11001,669741,193466,251.43303,6575.900444557,55857,86979,175617,491895,1774,693350,1475793,58224,5138.1435684,605599,81,34.67,13.84,100.36,NA
2024-2025,Aug,18,MAHARASHTRA,1820,Dharashiv,945670,288.848803790257,39,147,199.94660371,1802,48,25424,1652553,98600,24623,6235,1144,73.83585,5047.16202621,41489,64190,76476,197217,2937,326232,706491,27226,4773.3795725,623559,81,56.49,0.12,109.09,NA
2024-2025,Aug,18,MAHARASHTRA,1826,WARDHA,742403,301.273678574382,45,228,198.439116742,1012,14,14363,1112556,76982,15154,75304,13222,99.78205,3650.059554142,24492,39136,53334,130529,2188,220888,407630,15375,3351.8383874,412642,89,79.2,0.18,104.27,NA
2024-2025,Aug,18,MAHARASHTRA,1833,GONDIA,3536257,211.288034374288,36,320,1823.723331833,6087,16,37696,5450702,450536,52271,876731,90199,588.6585,13929.062947233,147886,231417,236022,609387,5300,352682,836723,43783,11516.6811154,3619988,80,22.28,15.11,101.59,NA
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,271.898843257276,35,707,594.477019414,7450,25,32547,2346010,8055,1716,2177597,330733,373.72895,7346.98002211401,66021,121524,123673,368641,3528,307898,724180,39997,6378.77405270001,1340774,82,18.14,19.65,101.67,NA
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,290.783443706265,29,30,59.4278202,2463,24,10517,282527,8686,3382,80948,31924,5.4996,886.4691602,9582,16015,28289,91788,293,137824,326073,12980,821.54174,117730,94,50.31,1.64,102.11,NA
2024-2025,Aug,18,MAHARASHTRA,1807,DHULE,951485,301.59581233983,37,108,87.06575,2700,16,29043,1494510,52690,16246,245966,69945,124.98123,4719.426555,39496,62793,93415,261152,2851,440553,929901,31743,4507.379575,560847,89,70.75,0.23,103.84,NA
2024-2025,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,917771,321.758971874934,29,97,731.136698109001,3331,67,40129,1190575,67508,31898,44429,24609,115.71484,4677.633417509,40248,65963,145734,420863,1403,767504,1900004,43460,3830.7818794,474434,91,68.37,0.12,104.18,NA
2024-2025,Aug,18,MAHARASHTRA,1811,SATARA,328667,296.626142832372,33,90,96.341406008,1672,381,15678,542118,16950,10953,970,855,32.05665,1736.461769008,16175,24208,65369,146233,873,405630,764249,17350,1608.063713,214136,88,68.34,0.32,102.65,NA
2024-2025,Aug,18,MAHARASHTRA,1812,SANGLI,196802,291.099088822578,27,33,219.9716316,2571,101,13663,362937,18261,7780,352,207,57.32999,1333.8079216,13018,18427,45833,98128,140,314591,551926,16234,1056.5063,125342,86,52.05,0,100.37,NA
2024-2025,Aug,18,MAHARASHTRA,1810,PUNE,206577,318.555846347951,27,39,162.094028761,3353,400,21268,293260,14402,9982,31904,20255,76.10895,1172.399853761,10512,16301,53587,141849,324,377114,810414,24621,934.196875,103350,93,68.28,0.01,104,NA
2024-2025,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6423243,307.711228979249,59,1347,1431.448055038,4002,22,85178,9057419,196614,28326,126391,12319,375.78532,29677.928693738,153259,274261,238507,633981,26947,686190,1459360,89180,27870.6953187,3787814,95,82.45,0.2,109.44,NA
2024-2025,Aug,18,MAHARASHTRA,1821,LATUR,2559545,299.601187678477,47,197,1476.495559588,3469,11,35380,3647536,309245,55354,35625,4154,151.44947,12556.006206588,76437,122012,130122,325814,8390,392571,833049,38849,10928.061177,1432852,88,63.23,0.02,100.26,NA
2024-2025,Aug,18,MAHARASHTRA,1823,AKOLA,671135,294.249478402082,27,1716,90.113122984,2159,7,26267,1099180,165116,34805,56893,9961,68.57687,3393.021409684,39656,56515,85207,195872,1641,288850,558905,28426,3234.3314167,393965,91,39.52,5.79,108.3,NA
2024-2025,Aug,18,MAHARASHTRA,1825,YAVATMAL,2717844,297.610207705318,36,537,165.48423597,5893,8,44549,4051124,195450,37171,440080,71311,182.87779,12404.92057677,111221,162866,212652,476672,4332,675988,1382408,50442,12056.5585508,1640289,92,50.54,24.92,99.66,NA
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,290.429439221107,29,30,59.4278202,2465,24,10537,284301,8869,3383,81503,31956,5.4996,890.6212202,9629,16094,28311,91879,293,137895,326214,13002,825.6938,118481,94,50.24,1.62,102.11,NA
2024-2025,Aug,18,MAHARASHTRA,1806,NASHIK,1018719,298.138460592439,30,440,1186.323846157,8637,66,49437,1697796,23384,10976,660880,193280,200.50502,6448.611724557,55296,86139,175343,491228,1734,692885,1475083,58074,5061.7828584,597001,81,35.02,14.16,100.27,NA
2024-2025,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,917771,323.206165464455,29,97,731.136698109001,3348,64,40200,1204863,68281,31938,44721,24630,115.71484,4741.043039509,40610,66527,145858,421191,1442,767604,1900298,43548,3894.1915014,480140,91,68.35,0.13,104.22,NA
2024-2025,Aug,18,MAHARASHTRA,1812,SANGLI,196802,293.763295920863,27,33,220.5978716,2588,97,13658,367970,18441,7780,352,207,57.32999,1358.8886616,13153,18653,45857,98174,149,314618,551979,16246,1080.9608,127132,86,52.06,0,100.36,NA
2024-2025,Aug,18,MAHARASHTRA,1817,PARBHANI,1902007,327.371842803111,37,251,1225.315841005,1571,45,38931,2944015,100357,20727,19793,2868,197.97559,11061.167588905,78847,124501,142832,321292,4182,416635,804482,40502,9637.87615790002,1136513,90,59.98,0.1,107.56,NA
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,300.450159870827,38,186,612.295775898,2513,81,51219,3535717,359274,76337,254156,38141,179.3309,11414.694054978,92174,146078,176212,468648,5200,657137,1487652,53732,10623.06737908,1489525,86,52.73,1.7,109.85,NA
2024-2025,Aug,18,MAHARASHTRA,1822,BULDHANA,651794,298.895065419462,20,130,403.73365682,4863,13,29718,1122831,78905,32640,25837,7365,52.35556,3812.17566882,54565,77285,119244,289007,256,482731,1006126,34581,3356.086452,388384,93,39.2,0.9,99.6,NA
2024-2025,Aug,18,MAHARASHTRA,1823,AKOLA,671135,294.476138849749,27,1722,90.113122984,2323,7,26137,1106419,166260,34833,57209,9964,80.96132,3429.214393684,39785,56697,85261,196003,1660,288932,559037,28460,3258.1399507,396507,91,39.62,5.75,108.31,NA
2024-2025,Nov,18,MAHARASHTRA,1804,RATNAGIRI,370729,297.661653551094,21,87,203.921330434,6053,13,24926,424686,16538,7735,4452,1193,107.36677,1575.415470434,19627,28115,58025,130947,176,256366,475379,30979,1264.12737,182779,96,57.77,0.38,103.56,NA
2024-2025,Nov,18,MAHARASHTRA,1813,SOLAPUR,1125918,341.108767833765,33,138,536.229199575,2767,30,23810,1195415,43321,15468,9368,2529,164.02848,4777.923056575,35165,57039,85337,195466,1845,561690,975144,26577,4077.665377,422434,96,80.52,0,107.96,NA
2024-2025,Nov,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,10481129,303.280093025179,61,1396,8650.53494702299,8686,15,85542,10037390,226909,28743,138483,12500,543.39355,39635.334226323,161906,290850,241421,641328,31140,690732,1468298,94228,30441.4057293,4211374,94,79.6,0.23,111.05,NA
2024-2025,Nov,18,MAHARASHTRA,1816,JALNA,4135949,291.642654103082,42,324,3989.181405384,2123,22,54736,4271021,109222,20203,19446,3103,153.02315,16598.323557084,101258,182160,164629,438847,7450,484344,1086479,56859,12456.1190017,1740992,77,48.37,0.54,101.63,NA
2024-2025,Nov,18,MAHARASHTRA,1820,Dharashiv,2123816,297.007353835618,46,162,858.285554718,2469,28,25821,2140672,129469,24191,8058,1159,304.94169,7521.180506218,45954,71659,77572,197659,4723,326848,705054,28290,6357.9532615,812825,81,51.57,0.1,123.55,NA
2024-2025,Nov,18,MAHARASHTRA,1828,BHANDARA,5265395,186.401831250008,37,5353,2589.563899665,9813,8,18921,4943858,576715,59291,341234,33206,397.27483,12202.280576065,130977,214226,187990,452629,5717,287542,631005,28734,9215.4418464,3070354,81,23.79,16.81,101.02,NA
2024-2025,Nov,18,MAHARASHTRA,1831,NANDURBAR,1496271,290.591507826914,30,104,3516.88645982,10015,8,42144,1667771,43813,11119,1251878,290215,302.81965,8666.10700582,55501,80984,147154,353301,1440,533521,1085066,52159,4846.400896,684809,80,44.48,1.45,104.69,NA
2024-2025,Nov,18,MAHARASHTRA,1802,THANE,344305,290.696623405991,32,37,129.280577999,3143,4,11229,371469,11546,3510,111111,33158,10.46202,1219.590437999,11591,19937,29374,95398,436,139719,329282,14372,1079.84784,156251,94,52.8,1.18,102.82,NA
2024-2025,Nov,18,MAHARASHTRA,1811,SATARA,677002,299.116936130348,35,113,188.992330215,4140,64,14939,732257,23685,11060,2070,899,92.36327,2471.660303215,20357,30999,67347,150865,1488,407507,768553,19079,2190.304703,293390,88,67.91,0.29,104.42,NA
2024-2025,Nov,18,MAHARASHTRA,1825,YAVATMAL,4721015,298.857787118143,37,609,3025.064161544,12774,7,43442,4630202,234967,38195,506738,72808,630.61398,17493.397377844,123235,181522,218547,489692,5506,680596,1390545,56216,13837.7192363,1879522,92,48.71,21.96,99.97,NA
2024-2025,Nov,18,MAHARASHTRA,1832,WASHIM,2343099,299.233092386416,37,569,510.922302476,2628,2,27407,2212230,155063,20130,63297,7196,361.05634,7491.702882176,58320,91848,84449,200290,2230,281185,559050,30035,6619.7242397,879373,91,63.47,23.72,99.64,NA
2024-2025,Nov,18,MAHARASHTRA,1833,GONDIA,6154963,217.525834161876,38,333,8269.089280459,12903,15,36564,6001503,496342,52445,942410,90092,670.63434,21994.543083459,154741,245556,237180,610990,7105,354953,839767,49467,13054.819463,3872220,80,23.77,12.39,102.32,NA
2024-2025,Nov,18,MAHARASHTRA,1835,PALGHAR,2681656,273.993683779887,37,733,2927.334062797,11272,19,30648,2587337,9506,1753,2392485,332136,474.09242,10490.566440897,69363,127886,124789,370480,4225,311415,729367,41920,7089.13995810001,1450058,83,17.35,13.47,102.45,NA
2024-2025,Nov,18,MAHARASHTRA,1808,JALGAON,1733191,295.54135228096,34,142,1885.123489498,6496,53,40858,1928157,91522,31368,137897,37073,275.66074,7859.285501398,56149,85184,140375,345095,3409,673376,1271703,47354,5698.5012719,745465,92,53.34,0.79,104.43,NA
2024-2025,Nov,18,MAHARASHTRA,1809,AHMEDNAGAR,1568259,304.798893947769,33,134,1802.228233137,5933,32,41426,1829127,100279,32621,60923,25202,273.06654,7650.453638037,53912,90228,151664,437851,3023,770547,1908504,47359,5575.1588649,745422,90,67.37,0.09,104.7,NA
2024-2025,Nov,18,MAHARASHTRA,1814,KOLHAPUR,413551,297.801172732576,28,32,268.03170821,977,198,11718,445660,46710,18436,684,304,94.22586,1689.43827461,15424,25084,46773,113045,412,359281,637452,12695,1327.1807064,179069,92,40.15,0.04,113.98,NA
2024-2025,Nov,18,MAHARASHTRA,1816,JALNA,4135949,291.724310888171,42,321,3989.181405384,1905,23,54879,4248280,108626,20197,19396,3103,153.02315,16535.470109984,101139,181924,164579,438760,7383,484293,1086411,56784,12393.2655546,1731225,77,48.61,0.55,101.52,NA
2024-2025,Nov,18,MAHARASHTRA,1818,BEED,7329701,334.344017119313,44,577,6605.158263068,3000,64,77586,7773909,126057,15977,16154,1888,868.28779,33465.0456908678,173174,300569,265296,650162,16926,684791,1416731,80586,25991.5996377998,3212572,79,39.55,4.88,330.31,NA
2024-2025,Nov,18,MAHARASHTRA,1822,BULDHANA,1376162,299.713295745021,22,152,844.467171186,6917,9,30911,1420477,101538,33375,32703,7529,223.50627,5325.331873186,64429,93190,124074,300656,334,485728,1012496,37828,4257.358432,494270,94,40.36,0.75,99.88,NA
2024-2025,Nov,18,MAHARASHTRA,1825,YAVATMAL,4721015,298.787788344721,37,608,3025.064161544,12689,7,43485,4623433,234652,38180,505890,72782,630.61398,17469.931347844,123089,181317,218474,489541,5477,680563,1390485,56174,13814.2532063,1876861,92,48.83,21.85,99.97,NA
2024-2025,Nov,18,MAHARASHTRA,1834,HINGOLI,1868948,306.292196298277,37,92,2282.194616562,4623,5,23388,1803052,265852,44855,296683,42923,309.11686,8113.919047762,47503,77044,94288,240915,2856,261803,593592,28011,5522.6075712,719270,90,71.03,0.18,102.55,NA
2024-2025,Nov,18,MAHARASHTRA,1802,THANE,344305,291.714262760722,31,37,129.280577999,3118,5,11208,367201,11392,3501,109304,33106,10.46202,1210.920287999,11522,19801,29335,95246,430,139710,329222,14326,1071.17769,154321,94,52.93,1.2,102.83,NA
2024-2025,Nov,18,MAHARASHTRA,1803,RAIGAD,148802,303.494240382873,20,64,116.203623766,1162,109,19635,187634,5327,3051,42713,14563,42.9022,728.564206766,9190,14199,29639,68722,119,193521,348931,20797,569.458383,77888,71,25.83,1.92,109.72,NA
2024-2025,Nov,18,MAHARASHTRA,1808,JALGAON,1733191,296.610251462087,34,138,1885.123489498,6335,54,40857,1903786,90954,31360,136563,37042,275.66074,7807.608671398,55666,84387,140131,344562,3358,673342,1271622,47192,5646.8244419,735299,92,53.31,0.8,104.38,NA
2024-2025,Nov,18,MAHARASHTRA,1810,PUNE,370626,318.929782825664,29,58,351.987486537,5468,250,20523,408796,20427,10210,48320,20938,77.84145,1733.601131537,13828,21991,55410,146312,456,379762,816152,25991,1303.772195,147329,93,68.89,0.02,103.94,NA
2024-2025,Nov,18,MAHARASHTRA,1814,KOLHAPUR,413551,299.756923397094,28,32,268.03170821,977,199,11682,442072,46321,18418,684,304,94.22586,1687.39899461,15247,24806,46627,112860,408,359222,637398,12659,1325.1414264,177449,92,40.32,0.04,113.94,NA
2024-2025,Nov,18,MAHARASHTRA,1821,LATUR,4261434,301.221117776105,50,212,7402.760635148,8404,1,33510,4066020,364792,55995,39833,4218,555.79263,20206.264158148,81219,130210,131848,329929,10130,396458,839510,41914,12247.710893,1608286,88,60.04,0.02,101.47,NA
2024-2025,Nov,18,MAHARASHTRA,1822,BULDHANA,1376162,299.725696414131,22,152,844.467171186,6900,9,30903,1418373,101361,33373,32697,7529,223.50627,5319.201793186,64388,93130,124051,300595,331,485683,1012393,37803,4251.228352,493433,94,40.31,0.75,99.88,NA
2024-2025,Nov,18,MAHARASHTRA,1823,AKOLA,1332533,292.627495191277,31,1842,495.983135511,5177,1,25446,1385503,212123,35590,70326,10135,188.49899,4738.844850211,44397,64017,87260,200474,2200,291425,563055,30623,4054.3627247,497419,91,39.11,4.41,109.17,NA
2024-2025,Nov,18,MAHARASHTRA,1825,YAVATMAL,4721015,298.998941764678,37,606,3025.064161544,12378,7,43640,4606414,233317,38159,504222,72744,630.61398,17428.807254844,122719,180742,218296,489196,5448,680514,1390409,56018,13773.1291133,1869959,92,48.89,21.9,99.97,NA
2024-2025,Nov,18,MAHARASHTRA,1826,WARDHA,1291054,300.644948828284,46,258,896.728909437,2762,4,13889,1286062,95337,15504,94713,13719,212.40746,4975.616811237,27440,44097,54912,134371,2657,221770,409706,16651,3866.4804418,474895,90,78.51,0.16,105.04,NA
2024-2025,Nov,18,MAHARASHTRA,1828,BHANDARA,5265395,186.28946129691,37,5351,2589.563899665,9491,8,19212,4932216,575736,59283,340308,33208,397.27483,12175.037346065,130809,213930,187949,452562,5666,287548,631038,28703,9188.1986164,3065021,81,23.83,16.93,101.03,NA
2024-2025,Nov,18,MAHARASHTRA,1803,RAIGAD,148802,301.434629853519,20,67,116.203623766,1167,107,19671,192721,5492,3059,44303,14586,42.9022,740.033656766,9288,14361,29694,68794,123,193541,348945,20838,580.927833,80057,71,25.26,1.85,109.8,NA
2024-2025,Nov,18,MAHARASHTRA,1805,SINDHUDURG,293832,298.181127564666,27,97,125.1853525,2330,6,17795,310031,7744,3743,775,308,75.60363,1125.24291410001,11407,18482,38441,88266,270,129794,244011,20125,924.45393160001,123263,80,79.12,4.94,100.89,NA
2024-2025,Nov,18,MAHARASHTRA,1809,AHMEDNAGAR,1568259,304.900557910707,34,134,1802.228233137,6419,30,41012,1844184,100877,32645,62033,25235,273.06654,7698.222078037,54221,90763,151812,438285,3064,770559,1908559,47431,5622.9273049,751854,90,67.2,0.09,104.66,NA
2024-2025,Nov,18,MAHARASHTRA,1812,SANGLI,466842,293.753360892002,30,40,528.737448846,3298,42,13962,516232,26375,7975,525,217,94.86164,2140.047938846,16964,24304,47865,102202,271,317463,557018,17260,1516.44885,181137,86,44.41,0.15,101.07,NA
2024-2025,Nov,18,MAHARASHTRA,1826,WARDHA,1291054,300.188154061297,47,260,896.728909437,3062,4,13655,1297172,96435,15546,96012,13757,212.40746,5003.093051237,27588,44330,55010,134624,2695,221924,409960,16717,3893.9566818,479046,90,78.46,0.16,105.02,NA
2024-2025,Nov,18,MAHARASHTRA,1829,CHANDRAPUR,4667720,251.116774937192,44,721,7667.92586531601,12949,10,29599,4603746,481007,63521,1013063,107262,516.03142,19744.735766816,103938,180636,173827,497387,8513,383397,917856,42548,11560.7784815,2366553,79,34.54,14.06,102.48,NA
2024-2025,Nov,18,MAHARASHTRA,1832,WASHIM,2343099,299.212015893172,37,569,510.922302476,2628,2,27416,2212900,155134,20135,63333,7199,361.05634,7493.241342176,58337,91869,84458,200314,2234,281198,559080,30044,6621.2626997,879657,91,63.42,23.76,99.64,NA
2024-2025,Nov,18,MAHARASHTRA,1824,AMRAVATI,6203047,279.823034131955,67,1036,12930.512462779,12778,3,41759,6815109,662718,54300,2119410,137966,815.74175,32816.4989959789,101512,190657,192069,538092,21232,474050,1064440,54537,19070.2447831999,2795175,77,41.63,13.42,125.07,NA
2024-2025,Nov,18,MAHARASHTRA,1826,WARDHA,1291054,292.163955592529,47,261,1024.08222812,3726,4,11446,1339099,100998,15613,99794,13830,213.11717,5149.56400582,28108,45256,55341,135493,2790,222062,410465,15172,3912.3646077,493885,89,78.12,0.17,103.15,NA
2024-2025,Nov,18,MAHARASHTRA,1827,NAGPUR,1668118,277.935320080319,41,303,1909.499958948,4836,29,19049,1833696,235540,33823,235451,31394,293.75626,7299.745065848,44382,63590,105013,239994,3550,282799,544502,23885,5096.4888469,757822,83,63.16,1.07,102.21,NA
2024-2025,Nov,18,MAHARASHTRA,1830,GADCHIROLI,2925022,278.293124070555,37,955,6483.935017428,10126,3,11549,2848339,255386,39242,1074624,165471,382.46401,14793.130614648,76455,142382,133460,386708,4047,234834,600353,21675,7926.73158722,1361598,82,30.23,13.14,101.63,NA
2024-2025,Nov,18,MAHARASHTRA,1834,HINGOLI,1868948,296.663747281817,38,92,3010.818094019,5396,6,21282,1852340,274014,44888,306747,42983,310.38653,8816.425880419,47861,77659,94397,241186,3121,261873,593763,26678,5495.2212564,739068,89,70.27,0.17,100.4,NA
2024-2025,July,18,MAHARASHTRA,1802,THANE,103269,282.070738509691,27,28,13.7641,1486,32,10909,228758,6763,3277,64875,31544,5.4996,664.52308,8336,13936,27664,89984,236,135936,323834,12395,645.25938,95612,94,53.7,1.95,99.86,NA
2024-2025,July,18,MAHARASHTRA,1803,RAIGAD,83182,309.936577130365,18,51,5.52086,594,220,17856,92402,1942,2878,17029,13285,6.73044,298.638896,5007,7726,26915,62873,57,189279,341731,18450,286.387596,37370,68,53.36,8.38,102.65,NA
2024-2025,July,18,MAHARASHTRA,1807,DHULE,432605,293.79940887905,35,84,24.11562,1863,26,28123,1234096,43494,15917,198405,68264,103.30722,3753.18959300001,34521,54590,90912,254310,2176,439458,927166,29986,3625.76675300001,460394,88,74.03,0.23,100.2,NA
2024-2025,July,18,MAHARASHTRA,1812,SANGLI,183553,295.169775217196,24,22,82.77384,1473,174,14086,239876,11019,7623,180,207,51.65999,842.47528,9630,13458,44503,95288,81,313120,549215,15559,708.04145,82562,86,53.49,0,100.19,NA
2024-2025,July,18,MAHARASHTRA,1816,JALNA,1596660,293.631708182627,34,260,114.2230466,623,56,50178,2787723,70060,19748,12208,3006,136.07148,8435.93319089997,80164,142992,158076,423810,3527,472980,1068214,50801,8185.63866429997,1135750,76,55.55,0.53,99.07,NA
2024-2025,July,18,MAHARASHTRA,1818,BEED,2476500,371.278907904334,31,445,314.25851326,527,103,69661,4434465,74786,15200,7778,1774,78.91088,16857.4026166599,138644,237047,253184,619948,4935,675180,1397036,70188,16464.2332233999,1815882,80,45.91,5.18,310.78,NA
2024-2025,July,18,MAHARASHTRA,1823,AKOLA,316821,277.500904624373,24,1513,32.1342766,1570,12,25417,873567,130575,34307,45487,9778,64.97134,2521.2619441,36317,51640,84180,193400,908,287311,556427,26987,2424.1563275,312284,91,37.9,6.64,104.35,NA
